PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Name
178,0,1,female,50,0,0,PC 17595,28.7125,C49,C,"Isham, Miss. Ann Elizabeth"
179,0,2,male,30,0,0,250653,13,,S,"Hale, Mr. Reginald"
180,0,3,male,36,0,0,LINE,0,,S,"Leonard, Mr. Lionel"
181,0,3,female,,8,2,CA. 2343,69.55,,S,"Sage, Miss. Constance Gladys"
182,0,2,male,,0,0,SC/PARIS 2131,15.05,,C,"Pernot, Mr. Rene"
183,0,3,male,9,4,2,347077,31.3875,,S,"Asplund, Master. Clarence Gustaf Hugo"
184,1,2,male,1,2,1,230136,39,F4,S,"Becker, Master. Richard F"
185,1,3,female,4,0,2,315153,22.025,,S,"Kink-Heilmann, Miss. Luise Gretchen"
186,0,1,male,,0,0,113767,50,A32,S,"Rood, Mr. Hugh Roscoe"
187,1,3,female,,1,0,370365,15.5,,Q,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)"
188,1,1,male,45,0,0,111428,26.55,,S,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")"
189,0,3,male,40,1,1,364849,15.5,,Q,"Bourke, Mr. John"
190,0,3,male,36,0,0,349247,7.8958,,S,"Turcin, Mr. Stjepan"
191,1,2,female,32,0,0,234604,13,,S,"Pinsky, Mrs. (Rosa)"
192,0,2,male,19,0,0,28424,13,,S,"Carbines, Mr. William"
193,1,3,female,19,1,0,350046,7.8542,,S,"Andersen-Jensen, Miss. Carla Christine Nielsine"
194,1,2,male,3,1,1,230080,26,F2,S,"Navratil, Master. Michel M"
195,1,1,female,44,0,0,PC 17610,27.7208,B4,C,"Brown, Mrs. James Joseph (Margaret Tobin)"
196,1,1,female,58,0,0,PC 17569,146.5208,B80,C,"Lurette, Miss. Elise"
197,0,3,male,,0,0,368703,7.75,,Q,"Mernagh, Mr. Robert"
198,0,3,male,42,0,1,4579,8.4042,,S,"Olsen, Mr. Karl Siegwart Andreas"
199,1,3,female,,0,0,370370,7.75,,Q,"Madigan, Miss. Margaret ""Maggie"""
200,0,2,female,24,0,0,248747,13,,S,"Yrois, Miss. Henriette (""Mrs Harbeck"")"
201,0,3,male,28,0,0,345770,9.5,,S,"Vande Walle, Mr. Nestor Cyriel"
202,0,3,male,,8,2,CA. 2343,69.55,,S,"Sage, Mr. Frederick"
203,0,3,male,34,0,0,3101264,6.4958,,S,"Johanson, Mr. Jakob Alfred"
204,0,3,male,45.5,0,0,2628,7.225,,C,"Youseff, Mr. Gerious"
205,1,3,male,18,0,0,A/5 3540,8.05,,S,"Cohen, Mr. Gurshon ""Gus"""
206,0,3,female,2,0,1,347054,10.4625,G6,S,"Strom, Miss. Telma Matilda"
207,0,3,male,32,1,0,3101278,15.85,,S,"Backstrom, Mr. Karl Alfred"
208,1,3,male,26,0,0,2699,18.7875,,C,"Albimona, Mr. Nassef Cassem"
209,1,3,female,16,0,0,367231,7.75,,Q,"Carr, Miss. Helen ""Ellen"""
210,1,1,male,40,0,0,112277,31,A31,C,"Blank, Mr. Henry"
211,0,3,male,24,0,0,SOTON/O.Q. 3101311,7.05,,S,"Ali, Mr. Ahmed"
212,1,2,female,35,0,0,F.C.C. 13528,21,,S,"Cameron, Miss. Clear Annie"
213,0,3,male,22,0,0,A/5 21174,7.25,,S,"Perkin, Mr. John Henry"
214,0,2,male,30,0,0,250646,13,,S,"Givard, Mr. Hans Kristensen"
215,0,3,male,,1,0,367229,7.75,,Q,"Kiernan, Mr. Philip"
216,1,1,female,31,1,0,35273,113.275,D36,C,"Newell, Miss. Madeleine"
217,1,3,female,27,0,0,STON/O2. 3101283,7.925,,S,"Honkanen, Miss. Eliina"
218,0,2,male,42,1,0,243847,27,,S,"Jacobsohn, Mr. Sidney Samuel"
219,1,1,female,32,0,0,11813,76.2917,D15,C,"Bazzani, Miss. Albina"
220,0,2,male,30,0,0,W/C 14208,10.5,,S,"Harris, Mr. Walter"
221,1,3,male,16,0,0,SOTON/OQ 392089,8.05,,S,"Sunderland, Mr. Victor Francis"
222,0,2,male,27,0,0,220367,13,,S,"Bracken, Mr. James H"
223,0,3,male,51,0,0,21440,8.05,,S,"Green, Mr. George Henry"
224,0,3,male,,0,0,349234,7.8958,,S,"Nenkoff, Mr. Christo"
225,1,1,male,38,1,0,19943,90,C93,S,"Hoyt, Mr. Frederick Maxfield"
226,0,3,male,22,0,0,PP 4348,9.35,,S,"Berglund, Mr. Karl Ivar Sven"
227,1,2,male,19,0,0,SW/PP 751,10.5,,S,"Mellors, Mr. William John"
228,0,3,male,20.5,0,0,A/5 21173,7.25,,S,"Lovell, Mr. John Hall (""Henry"")"
229,0,2,male,18,0,0,236171,13,,S,"Fahlstrom, Mr. Arne Jonas"
230,0,3,female,,3,1,4133,25.4667,,S,"Lefebre, Miss. Mathilde"
231,1,1,female,35,1,0,36973,83.475,C83,S,"Harris, Mrs. Henry Birkhardt (Irene Wallach)"
232,0,3,male,29,0,0,347067,7.775,,S,"Larsson, Mr. Bengt Edvin"
233,0,2,male,59,0,0,237442,13.5,,S,"Sjostedt, Mr. Ernst Adolf"
234,1,3,female,5,4,2,347077,31.3875,,S,"Asplund, Miss. Lillian Gertrud"
235,0,2,male,24,0,0,C.A. 29566,10.5,,S,"Leyson, Mr. Robert William Norman"
236,0,3,female,,0,0,W./C. 6609,7.55,,S,"Harknett, Miss. Alice Phoebe"
237,0,2,male,44,1,0,26707,26,,S,"Hold, Mr. Stephen"
238,1,2,female,8,0,2,C.A. 31921,26.25,,S,"Collyer, Miss. Marjorie ""Lottie"""
239,0,2,male,19,0,0,28665,10.5,,S,"Pengelly, Mr. Frederick William"
240,0,2,male,33,0,0,SCO/W 1585,12.275,,S,"Hunt, Mr. George Henry"
241,0,3,female,,1,0,2665,14.4542,,C,"Zabour, Miss. Thamine"
242,1,3,female,,1,0,367230,15.5,,Q,"Murphy, Miss. Katherine ""Kate"""
243,0,2,male,29,0,0,W./C. 14263,10.5,,S,"Coleridge, Mr. Reginald Charles"
244,0,3,male,22,0,0,STON/O 2. 3101275,7.125,,S,"Maenpaa, Mr. Matti Alexanteri"
245,0,3,male,30,0,0,2694,7.225,,C,"Attalah, Mr. Sleiman"
246,0,1,male,44,2,0,19928,90,C78,Q,"Minahan, Dr. William Edward"
247,0,3,female,25,0,0,347071,7.775,,S,"Lindahl, Miss. Agda Thorilda Viktoria"
248,1,2,female,24,0,2,250649,14.5,,S,"Hamalainen, Mrs. William (Anna)"
249,1,1,male,37,1,1,11751,52.5542,D35,S,"Beckwith, Mr. Richard Leonard"
250,0,2,male,54,1,0,244252,26,,S,"Carter, Rev. Ernest Courtenay"
251,0,3,male,,0,0,362316,7.25,,S,"Reed, Mr. James George"
252,0,3,female,29,1,1,347054,10.4625,G6,S,"Strom, Mrs. Wilhelm (Elna Matilda Persson)"
253,0,1,male,62,0,0,113514,26.55,C87,S,"Stead, Mr. William Thomas"
254,0,3,male,30,1,0,A/5. 3336,16.1,,S,"Lobb, Mr. William Arthur"
255,0,3,female,41,0,2,370129,20.2125,,S,"Rosblom, Mrs. Viktor (Helena Wilhelmina)"
256,1,3,female,29,0,2,2650,15.2458,,C,"Touma, Mrs. Darwis (Hanne Youssef Razi)"
257,1,1,female,,0,0,PC 17585,79.2,,C,"Thorne, Mrs. Gertrude Maybelle"
258,1,1,female,30,0,0,110152,86.5,B77,S,"Cherry, Miss. Gladys"
259,1,1,female,35,0,0,PC 17755,512.3292,,C,"Ward, Miss. Anna"
260,1,2,female,50,0,1,230433,26,,S,"Parrish, Mrs. (Lutie Davis)"
261,0,3,male,,0,0,384461,7.75,,Q,"Smith, Mr. Thomas"
262,1,3,male,3,4,2,347077,31.3875,,S,"Asplund, Master. Edvin Rojj Felix"
263,0,1,male,52,1,1,110413,79.65,E67,S,"Taussig, Mr. Emil"
264,0,1,male,40,0,0,112059,0,B94,S,"Harrison, Mr. William"
265,0,3,female,,0,0,382649,7.75,,Q,"Henry, Miss. Delia"
266,0,2,male,36,0,0,C.A. 17248,10.5,,S,"Reeves, Mr. David"
267,0,3,male,16,4,1,3101295,39.6875,,S,"Panula, Mr. Ernesti Arvid"
268,1,3,male,25,1,0,347083,7.775,,S,"Persson, Mr. Ernst Ulrik"
269,1,1,female,58,0,1,PC 17582,153.4625,C125,S,"Graham, Mrs. William Thompson (Edith Junkins)"
270,1,1,female,35,0,0,PC 17760,135.6333,C99,S,"Bissette, Miss. Amelia"
271,0,1,male,,0,0,113798,31,,S,"Cairns, Mr. Alexander"
272,1,3,male,25,0,0,LINE,0,,S,"Tornquist, Mr. William Henry"
273,1,2,female,41,0,1,250644,19.5,,S,"Mellinger, Mrs. (Elizabeth Anne Maidment)"
274,0,1,male,37,0,1,PC 17596,29.7,C118,C,"Natsch, Mr. Charles H"
275,1,3,female,,0,0,370375,7.75,,Q,"Healy, Miss. Hanora ""Nora"""
276,1,1,female,63,1,0,13502,77.9583,D7,S,"Andrews, Miss. Kornelia Theodosia"
277,0,3,female,45,0,0,347073,7.75,,S,"Lindblom, Miss. Augusta Charlotta"
278,0,2,male,,0,0,239853,0,,S,"Parkes, Mr. Francis ""Frank"""
279,0,3,male,7,4,1,382652,29.125,,Q,"Rice, Master. Eric"
280,1,3,female,35,1,1,C.A. 2673,20.25,,S,"Abbott, Mrs. Stanton (Rosa Hunt)"
281,0,3,male,65,0,0,336439,7.75,,Q,"Duane, Mr. Frank"
282,0,3,male,28,0,0,347464,7.8542,,S,"Olsson, Mr. Nils Johan Goransson"
283,0,3,male,16,0,0,345778,9.5,,S,"de Pelsmaeker, Mr. Alfons"
284,1,3,male,19,0,0,A/5. 10482,8.05,,S,"Dorking, Mr. Edward Arthur"
285,0,1,male,,0,0,113056,26,A19,S,"Smith, Mr. Richard William"
286,0,3,male,33,0,0,349239,8.6625,,C,"Stankovic, Mr. Ivan"
287,1,3,male,30,0,0,345774,9.5,,S,"de Mulder, Mr. Theodore"
288,0,3,male,22,0,0,349206,7.8958,,S,"Naidenoff, Mr. Penko"
289,1,2,male,42,0,0,237798,13,,S,"Hosono, Mr. Masabumi"
290,1,3,female,22,0,0,370373,7.75,,Q,"Connolly, Miss. Kate"
291,1,1,female,26,0,0,19877,78.85,,S,"Barber, Miss. Ellen ""Nellie"""
292,1,1,female,19,1,0,11967,91.0792,B49,C,"Bishop, Mrs. Dickinson H (Helen Walton)"
293,0,2,male,36,0,0,SC/Paris 2163,12.875,D,C,"Levy, Mr. Rene Jacques"
294,0,3,female,24,0,0,349236,8.85,,S,"Haas, Miss. Aloisia"
295,0,3,male,24,0,0,349233,7.8958,,S,"Mineff, Mr. Ivan"
296,0,1,male,,0,0,PC 17612,27.7208,,C,"Lewy, Mr. Ervin G"
297,0,3,male,23.5,0,0,2693,7.2292,,C,"Hanna, Mr. Mansour"
298,0,1,female,2,1,2,113781,151.55,C22 C26,S,"Allison, Miss. Helen Loraine"
299,1,1,male,,0,0,19988,30.5,C106,S,"Saalfeld, Mr. Adolphe"
300,1,1,female,50,0,1,PC 17558,247.5208,B58 B60,C,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)"
301,1,3,female,,0,0,9234,7.75,,Q,"Kelly, Miss. Anna Katherine ""Annie Kate"""
302,1,3,male,,2,0,367226,23.25,,Q,"McCoy, Mr. Bernard"
303,0,3,male,19,0,0,LINE,0,,S,"Johnson, Mr. William Cahoone Jr"
304,1,2,female,,0,0,226593,12.35,E101,Q,"Keane, Miss. Nora A"
